,serviceCharge,heatingType,newlyConst,balcony,picturecount,totalRent,yearConstructed,noParkSpaces,firingTypes,hasKitchen,cellar,yearConstructedRange,baseRent,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,regio3,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish
259097,74.0,central_heating,False,False,7,465.0,1954.0,,gas,False,True,2.0,350.0,43.67,modernized,,,False,ground_floor,51145,2.0,99.8,,,2,True,Urbach,"Den neuen Mieter erwartet eine gemütliche und schön geschnittene 2-Zimmer-Wohnung. Im Erdgeschoss befindet sich Schlafzimmer, Wohnzimmer, Küche und Terrasse. Das neuere, weiß geflieste Badezimmer befindet sich im Keller (ohne Heizung). 
Die Einbauküche kann bei Interesse vom Vormieter übernommen werden.",41.0,C,2017.0
259134,230.0,central_heating,False,True,8,1130.0,1980.0,1.0,gas,False,True,3.0,900.0,93.0,first_time_use_after_refurbishment,sophisticated,negotiable,False,roof_storey,50769,3.0,,2.0,2.0,3,False,Worringen,"Echtholzparkett in Wohnzimmer und Flur. Schlafzimmer, Kinderzimmer und Küche neuer hochwertiger Laminatboden. Badezimmer mit Wanne und WC, gefliest, Granitboden.
Flur ca. 11 m², Wohnzimmer ca. 26 m², Balkon 9,7 m², Küche ca. 13 m², Schlafzimmer ca. 20 m², Kinderzimmer ca. 17,5 m². Kellerraum ca. 5 m², Waschküche steht zur Mitbenutzung zur Verfügung.",,,2019.0
259139,145.0,central_heating,False,False,8,1145.0,1971.0,1.0,oil,False,True,3.0,870.0,105.0,well_kept,normal,no,False,apartment,51067,4.0,107.0,3.0,3.0,4,False,Holweide,"Aufteilung:
Eingangs- und Dielenbereich mit Zugang zum großzügiger Wohn- und Essbereich und zwei Kinderzimmern, dem Wannenbadezimmer/WC, dem Duschbadezimmer/WC und der Küche, Treppenaufgang zum Elternschlafzimmer (Mansarde). 

- Hochwertige Parkettböden in den Wohn- und Schlafräumen
- Fliesenböden in allen Badezimmern sowie der Küche
- Thermopanverglasung aller Fenster
- Kellerraum
- Große Doppelgarage optional € 90,-
- Kabelfernsehanschluss (in Betriebskosten enthalten)
- Treppenhausreinigung (in Betriebskosten enthalten)
- Waschmaschinenanschluss im Badezimmer
- leider keinen Balkon
",130.0,D,
259183,200.0,central_heating,False,False,7,750.0,1955.0,,oil,False,True,2.0,550.0,85.0,,,negotiable,False,apartment,50997,3.0,,1.0,2.0,3,False,Godorf,,,,
259675,250.0,self_contained_central_heating,False,True,14,1800.0,1926.0,,gas,True,True,1.0,1500.0,104.0,mint_condition,luxury,negotiable,False,apartment,50735,4.0,152.0,3.0,4.0,4,True,Riehl,"Die Wohnung wurde 2014 kernsaniert: neue Elektrik, neue Gastherme und Planheizkörper, 3-fach Isolierverglasung, helles Eichenparkett in allen Wohnräumen, hochwertige Armaturen, hochwertige Einbauküche mit matten Glasfronten, LED-Deckeneinbauleuchten im Wohnzimmer, eingebaute Garderobe/Schuhschrank, Kellerraum",50.0,NO_INFORMATION,2014.0
259810,225.0,central_heating,False,True,7,1295.0,1980.0,1.0,gas,False,True,3.0,1070.0,119.0,need_of_renovation,normal,negotiable,False,other,50997,3.0,169.0,0.0,2.0,3,True,Immendorf,,,,
259843,290.0,central_heating,False,True,31,1890.0,2000.0,,oil,True,True,5.0,1600.0,125.0,mint_condition,sophisticated,no,False,roof_storey,50858,4.0,,2.0,2.0,4,False,Junkersdorf,"-hochwertige Dachgeschosswohnung
-vollständig mit Marmorböden ausgelegt
-Fußbodenheizung
-Wohnbereich mit giebelhohen Decken",,,
259950,135.0,,False,False,1,640.0,,,,False,False,,505.0,50.25,,,,False,roof_storey,50769,2.0,,,,2,False,Merkenich,,,,
259989,330.0,gas_heating,True,True,10,2830.0,2019.0,,gas,False,False,9.0,2500.0,161.0,mint_condition,,,False,apartment,50999,5.0,,0.0,1.0,5,True,Sürth,,,,
260003,100.0,self_contained_central_heating,False,False,2,,1870.0,,natural_gas_light,False,True,1.0,1400.0,30.0,first_time_use_after_refurbishment,,negotiable,False,,50672,1.0,,1.0,3.0,1,False,Altstadt_&_Neustadt_Nord,"Das hier angebotene Luxusapartment besticht zum einen durch seine klassizistische denkmalgeschützte  Außenfassade sowie zum anderen durch seine moderne Aufteilung sowie Einrichtung. Angefangen vom perfekt aufgeteilten Wohnraum mit Parkettboden, Wandfarbe und Tapete von Farrow&Ball, Multifunktionsmöbeln sowie Bulthaupt Einbauküche inkl. Porzellan und Besteck, über das Luxus Granitbadezimmer mit bodengleicher Regendusche Hightech WC mit Geruchsabsaugung bis hin zu den kleinen Details wie FlatTV inkl. Netflix, Sky, AmazonPrime, Sonos Multiroomlautsprechern, 250Mbit Wlan Internetanschluß, Dyson Supersonic Haartrockner und vieles mehr",,,
260066,60.0,gas_heating,False,True,27,918.0,2004.0,1.0,gas,False,True,6.0,798.0,84.0,well_kept,normal,,False,terraced_flat,50769,2.0,79.1,1.0,3.0,2,True,Worringen,"Die 2-Zimmerwohnung von insgesamt 84 m² WF (2 Wohnebenen) verfügt über ein Wohn-Esszimmer, eine große Küche, Schlafzimmer und ein Gäste- WC, ein Tageslicht- Bad sowie über einen separaten Abstellraum. 

Alle Räume sind mit einem hochwertigen Granitboden ausgestattet, Bad und Gäste- WC sind hell gefliest. Fußbodenheizung vorhanden. 

150 m² Garten gehören zur Wohnung.",60.0,C,
260068,,central_heating,False,False,7,800.0,,,gas,False,False,,800.0,65.0,first_time_use_after_refurbishment,,,False,half_basement,50668,3.0,,,,3,False,Altstadt_&_Neustadt_Nord,,,,2020.0
260070,200.0,central_heating,False,True,9,,1963.0,,oil,True,False,2.0,720.0,75.0,fully_renovated,,no,False,apartment,50739,2.0,165.8,1.0,2.0,2,False,Longerich,"Die Wohnung wurde vollständig renoviert.

° Lamintboden im Schlaf- und Wohnzimmer sowie Fliesen im Bad und in der Diele
° weiße Kunststofffenster mit Rollladen
° Ölzentralheizung
° zwei Balkone
° ein Waschmaschinenanschluss ist im Bad vorhanden
° Einbauküche ( 30,00 € monatlich)

Vom Erdgeschoss zum Obergeschoss ist ein Treppenlift montiert, der vom Mieter genutzt werden könnte. Der Hauszugang verfügt über 6 Stufen.



",,,
260105,101.0,district_heating,False,False,6,,2017.0,,local_heating,False,False,9.0,531.42,25.31,mint_condition,,no,True,,51105,1.0,43.88,1.0,4.0,1,False,Humboldt/Gremberg,"Die Appartements sind voll möbliert und modern eingerichtet. Eine Pantry-Küche mit Herd, Spüle, Kühlschrank, Mikrowelle, Kleiderschrank, Schreibtisch mit Stuhl, Hänge- und Standregal, Garderobe mit Spiegel, Bett mit Lattenrost (90 cm x 200 cm) vervollständigen die Einrichtung.
Das Objekt umfasst folgende Appartements:
•	137 Appartements (19 - 74 m² Wohnfläche)
•	10 Kfz-Stellplätze / 28 TG-Stellplätze",,A_PLUS,
260175,,,False,True,7,,1895.0,1.0,district_heating,False,False,1.0,1350.0,26.0,well_kept,,no,True,,50672,1.0,173.0,1.0,4.0,1,False,Altstadt_&_Neustadt_Nord,"moderne und hochwertige Möblierung, Parkettboden, voll ausgestattete integrierte Einbauküche mit Mikrowelle, Badezimmer mit Dusche und Tageslicht, Kabel-TV, Flat Screen, WLAN- Internetanschluss, Münzwaschmaschine und -trockner im Keller",,,
260569,250.0,self_contained_central_heating,False,True,12,,,1.0,,False,True,,2690.0,234.0,fully_renovated,sophisticated,,False,roof_storey,50674,5.0,,4.0,4.0,5,False,Altstadt_&_Neustadt_Süd,"Die Maisonette-Wohnung befindet sich im 4. OG/DG (ohne Aufzug) mit einer Wohnfläche von ca. 234 m². Sie zeichnet sich durch einen gelungenen Grundriss mit guter Raumaufteilung aus und verfügt über 5 Zimmer, 2 Bäder, Küche, Abstellkammer, Diele, Flur, Terrasse, Balkon und Loggia. Die Terrasse ist zum Innenhof ausgerichtet. 

Eine gehobene Ausstattung, die offene Raumgestaltung mit einer Deckenhöhe von 3 m sowie ausgesuchte Ausstattungsdetails sorgen für modernen Wohnkomfort. So ist das großzügige Tageslicht-Badezimmer im Spitzboden modern gestaltet und verfügt über Badewanne, Dusche, Toilette, Bidet, 2 Waschtische sowie Waschmaschinenanschluss; großflächige 60x60 Feinsteinfliesen in purer Eleganz runden die Sache ab. Badkollektion von Villeroy & Boch und Hansgrohe. In gleicher Weise wurde die Gäste-Dusche im 4. OG ausgestattet.

Die gesamte Wohnung ist mit hochwertigem Vollholzparkett (Eiche natur) ausgestattet.

Diele, Flur und Bäder mit Deckenspots. Wände und Decken der Wohnung gespachtelt.",,,2008.0
260614,195.0,central_heating,False,True,21,965.0,1998.0,1.0,gas,True,True,5.0,770.0,70.0,well_kept,sophisticated,no,True,apartment,50735,2.0,79.2,1.0,3.0,2,False,Niehl,"Parkett, elektrische Markise, Einbauküche, Duplexparker, Aufzug, Kellerraum, Waschmaschinenanschluss im Badezimmer,",,C,
260625,300.0,floor_heating,False,True,20,3000.0,,,district_heating,True,False,,2700.0,87.0,first_time_use,luxury,,True,maisonette,50670,3.0,,8.0,8.0,3,False,Altstadt_&_Neustadt_Nord,"Die Wohnung ist mit hochwertigen Designmöbeln- und Lampen von u.a. Vitra, Thonet und Belux ausgestattet. Zahlreiche Maßanfertigungen von einem Schreiner fügen sich sowohl optisch als auch funktional in die Wohnung ein.
Der warme Ton des Echtholzparketts und die weiß getünchten Wände durchziehen die ganze Wohnung. Eine Bildersammlung des Fotografen Bernd Kollmann erzählt die Gesichte der Domstadt. 
Das obere Stockwerk lässt sich durch Außenrolladen völlig abdunkeln. Der flüsterleiser Betrieb der 3 Klimageräte sorgt im Sommer für eine optimale Luftverteilung. Allergen-Filter und auswaschbarer Geruchsfilter reinigen die Raumluft.
Die Wohnung ist bezugsfertig mit einer Grundausstattung an Wäsche, Geschirr und Utensilien der Haushaltsführung ausgestattet. 
Ein Stellplatz kann für 100 Euro im Monat mit angemietet werden.
",,,
260668,500.0,central_heating,False,True,23,3940.0,1995.0,1.0,gas,True,False,5.0,3290.0,130.0,refurbished,,negotiable,True,ground_floor,50968,3.0,,,3.0,3,False,Bayenthal,"+Flatscreen TV
+Internet DSL (WLAN)
+Gäste-WC
+Tiefgaragenstellplatz
+separate Einbauküche
+Waschmaschine
+Trockner
+Spülmaschine
+Mikrowelle
+Elektroherd
+Kühlschrank
+Betten mit hochwertigen gesunden Matratzen
+moderne & hochwertige Möblierung
+Parkett- und Fliesenboden
+Tageslichtbad mit Wanne
+SAT-TV
+Strom
+Heizung
+Bettwäsche & Handtücher
u.v.m.",,,
260786,290.0,floor_heating,False,True,17,1990.0,1965.0,,district_heating,True,True,2.0,1700.0,115.0,mint_condition,sophisticated,no,True,raised_ground_floor,50677,3.0,65.71,,,3,True,Altstadt_&_Neustadt_Süd,"Parkett, bodentiefe Fenstertüren, Fußbodenheizung, begehbare Dusche, keine Badewanne.",,B,2013.0
261017,250.0,heat_pump,True,True,7,,2019.0,1.0,gas,False,True,9.0,1090.0,87.0,first_time_use,sophisticated,,True,apartment,50859,3.0,35.0,1.0,2.0,3,False,Widdersdorf,"- Personenaufzug bis in die Tiefgarage
- Fenster mit Dreifachverglasung
- modernes Heizsystem mit Wärmepumpe
- Fußbodenheizung mit Einzelraumsteuerung
- elektrische Rollläden rundum
- Designer- Vinylboden in hellem Grau
- moderne Sanitärausstattung
- ebenerdige, geflieste Dusche
- Gäste- WC
- Klingelanlage mit Sprech-/Videofunktion
- Stellplatz in der Tiefgarage",,A,
261303,450.0,district_heating,True,True,23,,2018.0,2.0,district_heating,False,True,9.0,1960.0,131.0,first_time_use,sophisticated,negotiable,False,maisonette,50733,4.0,100.0,,2.0,4,False,Nippes,"- Parkettfußboden
- Videogegensprechanlage
- Homeway-System (Multimedia-Verkabelung)
- 2 Badezimmer + 1 Gäste-WC
- hohe Decken
- Dachterrasse
- 2 Tiefgaragenstellplätze
- eigener Kellerraum
",,C,
261569,50.0,central_heating,False,False,9,949.0,1997.0,,gas,True,False,5.0,849.0,35.0,mint_condition,luxury,no,False,ground_floor,50676,2.0,79.4,0.0,4.0,2,False,Altstadt_&_Neustadt_Süd,,50.0,,2017.0
261573,125.0,self_contained_central_heating,False,True,7,1925.0,1905.0,2.0,gas,True,True,1.0,1800.0,99.0,refurbished,luxury,no,False,apartment,50939,2.5,,2.0,3.0,2,False,Klettenberg,"Eichen Fischgrätparkett in allen Raeumen, Kaminofen, hochwertige Einbauten",,,2017.0
261614,,,False,True,12,,1900.0,1.0,gas,False,False,1.0,1700.0,71.0,well_kept,,negotiable,True,roof_storey,50674,2.0,134.0,4.0,5.0,2,False,Altstadt_&_Neustadt_Süd,"Moderne Möblierung, Laminatboden, integrierte Einbauküche mit Spülmaschine, Tagestlicht Wannenbad,Kabel-TV, DVD-Player, WLAN Internetanschluss,Waschmaschine",,,
261681,150.0,,False,True,8,900.0,,,,False,True,,720.0,62.5,fully_renovated,normal,,False,apartment,50996,2.0,,3.0,3.0,2,False,Rodenkirchen,"Zur Ausstattung der Wohnung gehören ein langer Flur, ein Wohnzimmer, ein Schlafzimmer, ein Wannebad, sowie eine großzügig geschnittene Küche. Zudem bietet die Wohnung einen großen Balkon.

Über den Flur erreichen Sie das Wohnzimmer, das Schlafzimmer und das Bad. Über das Wohnzimmer gelangen Sie in die Küche. Somit ist die Wohnung nicht WG geeignet.

Die gesamte Wohnung, bis auf Bad und Küche sind mit einem Laminatboden ausgestattet. In Bad und Küche wurden Fliesen verlegt.

Zusätzlich steht ein Kellerraum zur Nutzung zur Verfügung.",,,
261697,185.0,oil_heating,False,True,20,1880.0,1998.0,,oil,True,False,5.0,1600.0,127.0,well_kept,sophisticated,,False,roof_storey,50858,4.0,88.0,3.0,3.0,4,False,Junkersdorf,"Die lichtdurchflutete Wohnung liegt im 3. Obergeschoss eines insgesamt dreistöckigen Hauses. Durch die vielen Fenster dringt ausgiebig Licht in alle Räume der teilweise renovierten Wohnung. 

Das Untergeschoss ist - bis auf die sanitären Räume - mit hochwertigem Parkett ausgestattet. Im innenliegenden Badezimmer und der Küche liegen helle Fliesen. Das Zimmer im Dachgeschoss ist mit einem geschmackvollen Laminatboden versehen. Durch ein neu eingebautes Galeriefenster dringt ebenfalls viel Licht in das größte Zimmer der Wohnung. 

Alle Schlafzimmer sind bereits mit einem Bett ausgestattet, eine Küche ist ebenfalls vorhanden. Die Wohnung wird somit teilmöbliert vermietet.  

Die Wohnung besticht durch den nach Südwesten gerichteten Balkon, welcher über den geräumigen Flur (denkbar wäre hier auch die Einrichtung des  Gemeinschafts-Wohnzimmers) zugängig ist. Gerade in den Sommermonaten bietet sich an, die doppelflüglige Tür zu öffnen und somit ein noch größeres Raumgefühl zu schaffen.",95.0,,
261932,193.0,central_heating,False,True,17,870.0,1965.0,,gas,True,True,2.0,612.0,49.0,first_time_use_after_refurbishment,sophisticated,no,False,apartment,50735,1.5,130.0,2.0,3.0,1,True,Niehl,"vollständige Sanierung 2019.
Die Wohnung ist teilmöbliert, die Miete für die Möbel 
ist in den o.g. Nebenkosten inbegriffen.
Die Möbelkaution ist in dem Kautionsbetrag enthalten.
Neue Einbauküche mit Liebherr Kühlgefrierkombination, 
Spülmaschine, Cerankochfeld, Backofen und Schubladenschränken 
vollständige Badmöblierung, großzügiger Spind mit Glastüren
komplette LED Beleuchtung der Wohnung,
zusätzlich vorhanden: renovierte Waschküche und Trockenraum 
Anschlüsse für Waschmaschine und Trockner.
Eigener Kellerraum.
",65.0,D,2019.0
261990,260.0,heat_pump,False,True,15,1855.0,2011.0,1.0,geothermal,True,True,8.0,1495.0,88.0,fully_renovated,sophisticated,negotiable,True,terraced_flat,50935,2.0,36.0,0.0,3.0,2,True,Lindenthal,"Für diese wunderschöne Wohnung im Erdgeschoss mit Terrasse und Blick in die gepflegte Gartenanlage mit Skulpturenpark suchen wir ab dem 01.11.2019 einen neuen Mieter. 

Sie betreten die Wohnung über einen geräumigen Flur, der ausreichend Platz für eine Garderobe bietet. Von hier aus gelangen Sie in das geräumige Wohnzimmer mit einer modernen und offen gestalteten Küche sowie direktem Zugang zur Terrasse. Aufgrund des günstigen Schnittes dieses Raumes können Sie einen großzügigen Essbereich integrieren. Die geschmackvolle Einbauküche steht im Eigentum des jetzigen Mieters und kann für einen überschaubaren und fairen Abstand übernommen werden.

Das Schlafzimmer, in dem Sie problemlos alle benötigten Möbel einbringen können und dennoch genügend Freiraum haben oder alternativ auch einen kleinen Arbeitsbereich integrieren können, lässt keinerlei Wünsche offen. Von hier gelangen Sie ebenfalls auf die Loggia.
In dem angrenzenden separaten Ankleidezimmer können Sie bei der Gestaltung Ihre Wünsche einfließen lassen.

Zusätzlich verfügt die Wohnung über ein Masterbad mit Badewanne sowie ein zusätzliches Gäste Toilette. Hierbei wurde Wert auf warme Fliesentöne und moderne Einrichtung gelegt. Edle Sanitärobjekte verleihen den Bädern ein hochwertiges Ambiente.

Die Flure und Wohnräume sind mit einem ansprechenden Echtholzparkett ausgestattet, die Küche sowie die Bäder wurden mit Feinsteinzeug versehen. Die Wände sind glatt verputzt und weiß gestrichen. Gut fürs (Raum-)Klima: eine Fußbodenheizung, energiesparend gespeist durch Erdwärme-, sowie dreifach isolierverglaste Holzfenster mit außen liegendem Sonnenschutz. Gehoben sind auch die Sicherheitsstandards bei Wohnungstüren und Fenstern, der videoüberwachten Gegensprechanlage und den elektrisch steuerbaren Grundstückstore.

Darüber hinaus steht ein separater Wasch- und Trockenraum mit Anschluss für Waschmaschine und Trockner zur Verfügung sowie ein gesicherter Abstellplatz für Fahrrad, E-Scooter etc.

Abgerundet wird dieses Mietangebot durch den geräumigen Kellerraum mit Stromanschluss.",,,
262079,190.0,,False,True,11,1065.0,,1.0,,True,True,,875.0,73.0,mint_condition,sophisticated,negotiable,True,apartment,50999,2.0,,2.0,4.0,2,True,Sürth,"Echtholz-Parkettböden mit Fußbodenheizung, Fahrstuhl, Sprechanlage, moderne Medieninstallation mit Breitbandkabelanschluss, Funkmesseinrichtungen zur Ermittlung des individuellen Wärmebezuges,
bodentiefe Isolierglasfenster,elektrische Rolläden",,,2014.0
262376,50.0,central_heating,False,False,13,740.0,,,,True,False,,690.0,17.0,modernized,sophisticated,no,False,apartment,50667,1.0,,1.0,5.0,1,False,Altstadt_&_Neustadt_Süd,"Die Wohnung selbst befindet sich in der 1. Etage. Alle Zimmer (bis auf die zwei Badezimmer) sind mit schönem Parkett versehen. 
Die Küche ist maßgefertigt, fully equipped und mit High-End Elektrogeräten ausgestattet. Hier steht Dir alles zur Verfügung, was Du für die Zubereitung kulinarischer Kreationen benötigst.
Die Badezimmer sind modern und hell gestaltet und verfügen über jeweils eine Dusche und WC. Natürlich findest Du hier auch eine praktische Waschtrockner-Kombination, sodass Dir mehr Zeit für die schönen Dinge bleibt… :)
In Deinem Zimmer steht ein gemütliches Boxspringbett (140 x 200 cm) bereit. Darüber hinaus gehören sowohl ein großzügiger Spiegelschrank als auch ein 40 Zoll Smart-TV zu Deiner Einrichtung. Netflix Abenden steht also nichts im Wege… :)
Highspeed Internet ist selbstverständlich vorhanden.
Dank dem wöchentlichen Cleaningservice gehören Putzpläne der Vergangenheit an. Genießt stattdessen lieber entspannte Momente in Eurer Community.",,,2019.0
262491,,self_contained_central_heating,False,False,15,,,,gas,False,False,,1150.0,101.74,well_kept,,,False,,50670,2.0,,5.0,5.0,2,False,Altstadt_&_Neustadt_Nord,Es besteht die Möglichkeit von den Vormietern diverse Möbel und Hausgeräte zu übernehmen.,,,
262497,200.0,floor_heating,False,False,20,1100.0,1993.0,,gas,True,False,5.0,675.0,50.0,mint_condition,sophisticated,no,False,half_basement,50733,2.0,119.2,0.0,4.0,2,False,Nippes,"Wunderschönes vollmöbliertes geräumiges Appartement bestehend aus:

1 Wohnzimmer
mit Anbauwand, Fernseher (Kabelfernsehen)
gemütliche Couch, WLAN

offene Küche mit
Kühlschrank
Spülmaschine
Cerankochfeld
Dunstabzug
Mikrowelle mit Grill u. Backfunktion
Kaffeemaschine
Wasserkocher
Toaster
Eierkocher
Geschirr, Gläser, Besteck
Bügeleisen, Bügelbrett, Wäschereck

1 Schlafzimmer mit
1 Bett 140 x 200 m, Bettwäsche
Kleiderschrank
Nachtskonsolen, Lampen

Bad mit Dusche, WC, Spiegelschrank u. kleine Komode

Garderobe mit Schuhablage

Waschmaschine und Trockner im Keller

Fußbodenheizung, Laminatboden
elektrische Rolladen",,NO_INFORMATION,
262603,150.0,central_heating,False,True,7,800.0,1967.0,5.0,oil,False,True,2.0,650.0,50.0,modernized,sophisticated,negotiable,False,apartment,51069,2.0,,3.0,4.0,2,False,Dellbrück,"Isolierverglasung, ÖL-Zentralheizung. 
Neues Bad; neuer Laminatboden im Wohn- u. Schlafzimmer; neue Türen; neue Heizkörper; neue Schalter und Steckdosen; Diele und Küche gefliest.
Einbauküche Symbolfoto
Großer Balkon",,,2018.0
262667,120.0,central_heating,False,True,13,715.0,1972.0,,gas,False,False,3.0,595.0,36.0,refurbished,sophisticated,no,False,apartment,50937,1.0,203.3,1.0,5.0,1,False,Lindenthal,"- Heller Laminatboden in Wohn-/Schlafraum 
- Badezimmer mit weißen Wandfliesen und Badewanne
- Balkon zur Gartenseite
- Gegensprechanlage
- Isolierverglasung",,,2018.0
262710,200.0,floor_heating,False,False,13,1200.0,1964.0,,oil,False,False,2.0,1000.0,80.0,first_time_use,sophisticated,yes,False,apartment,51065,2.0,,4.0,4.0,2,False,Mülheim,"Fliesen Großformat
Decken Beleuchtung
Wlan einrichtung jeder Zimmer
3 fachverglasung mit raffstore",,,2019.0
262873,50.0,central_heating,False,False,11,740.0,,,,True,False,,690.0,17.0,modernized,sophisticated,no,False,apartment,50676,1.0,,1.0,,1,False,Altstadt_&_Neustadt_Süd,,,,
262919,117.0,central_heating,False,True,8,784.0,1968.0,1.0,gas,False,True,2.0,595.0,78.0,well_kept,normal,negotiable,False,apartment,51061,3.0,173.2,2.0,4.0,3,False,Flittard,Ggf. kann die vorhandene Küche übernommen werden.,72.0,NO_INFORMATION,
263182,120.0,self_contained_central_heating,False,True,0,700.0,1960.0,,gas,False,True,2.0,580.0,58.0,refurbished,normal,no,False,roof_storey,51063,3.0,179.6,4.0,4.0,3,False,Mülheim,"Diese helle 3 Zimmerwohnung verfügt über ein geräumiges Wohnzimmer, Schlafzimmer, Kinderzimmer, eine separate Küche/Diele und Bad. Des Weiteren beinhaltet diese im Badezimmer ein Wannenbad. Letztlich verfügt Sie über zwei Balkone.",,,2016.0
263340,290.0,central_heating,False,True,26,,1979.0,,gas,True,True,3.0,1350.0,100.0,refurbished,,negotiable,True,,50933,3.0,130.0,1.0,3.0,3,False,Braunsfeld,"Sie ist geschmackvoll und modern - hochwertiges Echtholzparkett in allen Räumen, offen gestaltete Einbauküche, Gefrierschrank, Induktionsherd, Ofen, Dunstabzugshaube, Spülmaschine, Theke für 2-3 Personen. (ohne Kühlschrank)
Der Kabel-TV Anschluss im Wohn-und im Schlafzimmer ist inklusive. 
Ein Internetanschluss bis 100.000 kbits ist möglich.",,,
263358,191.0,central_heating,False,True,7,1113.72,1973.0,,district_heating,False,True,3.0,836.72,89.97,,,,False,apartment,51109,4.0,88.0,6.0,,4,False,Neubrück,Isolierverglasung; Warmwasser zentral (über Heizanlage); unterfahrbarer Waschtisch; Waschmaschinenanschluss; rutschfeste Fliesen; barrierearmes WC; Gäste WC; Kellerraum; Zentralheizung; Fernwärme; Rauchwarnmelder; Bodenbelag PVC; Sat-Anlage/Kabel; Balkon;,86.0,,
263384,150.0,central_heating,False,False,15,900.0,1961.0,,district_heating,True,True,2.0,750.0,40.0,mint_condition,sophisticated,,False,raised_ground_floor,50667,1.0,161.4,0.0,4.0,1,False,Altstadt_&_Neustadt_Nord,"Allgemein
- Echtholz-Parkett Eiche / Bad gefliest
- Designer-Lampen
- großer Einbau-Kleiderschrank / Garderobe

Wohn- und Arbeitsbereich
- Stehlampe, Lehnstuhl
- Schreibtisch mit Stuhl
- Tischleuchte
- Regal

Schlafzimmer
- Bett mit Matratze (2m x 1,4 m)
- Nachttischschränkchen

Küchenbereich
- Einbauküche mit Cerankochfeld, Ofen, Kühlschrank, Spülmaschine, Dunstabzug, Unterschrank

Badezimmer
- Spiegel, Einbauschrank, Beleuchtung

sowie weitere nützliche Accessoires.",,F,2016.0
263460,110.0,gas_heating,False,True,10,910.0,1952.0,,gas,True,False,2.0,800.0,60.0,refurbished,,negotiable,False,terraced_flat,50670,2.0,,0.0,0.0,2,True,Altstadt_&_Neustadt_Nord,"Die Wohnung verfügt über eine neue Einbauküche, sowie ein 2016 saniertes Badezimmer mit Dusche, eine neue Toilette und eine moderne, energiesparsame Gas-Therme. Neuwertiger Laminatfußboden befindet sich in der gesamten Wohnung. Ferner wird eine Terrasse im Innenhof mit Sichtschutz zur exklusiven Nutzung mitvermietet und ist im Mietpreis mit inbegriffen.",,,2016.0
263507,100.0,self_contained_central_heating,False,False,1,810.0,1930.0,,gas,True,False,1.0,710.0,61.09,modernized,,,False,half_basement,50737,2.0,99.6,,,2,False,Weidenpesch,"Allgemein:
- Kabel-TV, Grundversorgung

Räume:
- verputzte Wände
- Parkettboden

Küche:
- Kühl-/Gefrierkombination

",,C,
263531,435.0,central_heating,False,False,44,3534.0,,,district_heating,True,True,,3099.0,193.7,first_time_use_after_refurbishment,luxury,no,True,apartment,50674,3.5,,1.0,4.0,3,False,Altstadt_&_Neustadt_Süd,"WAppLoxx (ABUS) Schließsystem, Busch-Jaeger Türkommunikation, Eichenparkett, bodentiefe Fenster, Fußbodenheizung, Einbauküche uvm.",,,2019.0
263536,90.0,self_contained_central_heating,False,True,14,,1990.0,1.0,gas,True,True,4.0,575.0,66.0,modernized,,,True,maisonette,50739,2.5,54.0,2.0,3.0,2,False,Longerich,"Der Wohn- und Küchenbereich ist mit freundlichen und pflegeleichten Fliesen ausgestattet. Im Schlafzimmer liegt hochwertiger Parkettboden. Der Dachboden ist mit Korkboden ausgestattet. Das Tageslichtbadezimmer wurde vor 4 Jahren erneuert und verfügt über eine Badewanne, ist in hellem Ton gehalten und zum Teil mit farbigen Mosaikkacheln ausgestattet. 

Die Einbauküche (etwa 4 Jahre alt) kann gegen einen Abstand von 1500 EUR übernommen werden.  Alle Fenster sind doppelt verglast und mit elektrischen Rollläden versehen. Fernsehempfang ist über eine Satellitenanlage möglich. Die Wohnung wird mit einer hochwertigen und energiesparenden Gas-Brennwerttherme beheizt (6 Jahre alt). Die angegebene Vorauszahlung bezieht sich auf alle Nebenkosten ohne Strom und Gas, die Sie direkt beim Versorger Ihrer Wahl abrechnen. 
",,,
263549,410.0,central_heating,False,True,20,1950.0,1929.0,,natural_gas_light,False,False,1.0,1540.0,154.0,first_time_use_after_refurbishment,,yes,False,ground_floor,51109,4.0,148.9,,1.0,4,True,Brück,"- 2019 saniert
- Oberlichtfenster
- Eichenparkett
- Marmor in den Badezimmern
- japanischer Garten
- großzügige Terrasse
- Weinkeller
- Kamin im Keller (derzeit stillgelegt, darf gerne rückgebaut werden)",,E,
263551,130.0,gas_heating,False,True,15,1325.0,1976.0,,gas,False,True,3.0,1035.0,99.0,first_time_use_after_refurbishment,normal,negotiable,False,apartment,51067,3.0,220.8,2.0,3.0,3,False,Holweide,Neue Fenster und neues Bad 2017. Renovierug incl. neuer Zimmertüren 2020.,160.0,G,2020.0
